SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,"LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).",IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,"IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?",IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,"ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)",ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,17-03099797,05/15/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,8500,S,RHODES,AVE,60619,1181279.65786619,1848748.27270218,6,6,44,41.74020501473607,-87.61139183612914,"(41.74020501473607, -87.61139183612914)"
Vacant/Abandoned Building,17-03092266,05/15/2017,Front,,Open,,Occupied,false,true,1104,W,78TH,ST,60620,1170293.06553075,1853085.33511181,17,6,71,41.752352369622464,-87.65151935617187,"(41.752352369622464, -87.65151935617187)"
Vacant/Abandoned Building,17-03098836,05/15/2017,Front,,Open,,Vacant,false,true,7533,S,EVANS,AVE,60619,1182528.76418958,1855226.22419241,6,6,69,41.75795236366243,-87.6066148453506,"(41.75795236366243, -87.6066148453506)"
Vacant/Abandoned Building,17-03100276,05/15/2017,Front,,Open,FRONT AND REAR,Vacant,false,false,7715,S,MICHIGAN,AVE,60619,1178490.30073388,1853888.206805,6,6,69,41.75437335524485,-87.62145582404705,"(41.75437335524485, -87.62145582404705)"
Vacant/Abandoned Building,17-03087984,05/15/2017,Front,,Open,,Vacant,false,false,3112,W,JACKSON,BLVD,60612,1155624.57459478,1898521.65942202,28,11,27,41.87734203187221,-87.70405413587459,"(41.87734203187221, -87.70405413587459)"
Vacant/Abandoned Building,17-03099761,05/15/2017,Garage,,Open,FRONT,Vacant,false,false,7938,S,PAULINA,ST,60620,1166391.39210899,1852060.99602476,17,6,71,41.74962539618922,-87.66584645554327,"(41.74962539618922, -87.66584645554327)"
Vacant/Abandoned Building,17-03107154,05/15/2017,Front,,Open,FRONT DOOR,Vacant,false,false,4507,W,MAYPOLE,AVE,60624,1146269.73047249,1901075.80837764,28,11,26,41.884533993201984,-87.73833781652817,"(41.884533993201984, -87.73833781652817)"
Vacant/Abandoned Building,17-03077803,05/15/2017,Front,,Open,,Vacant,false,true,4852,W,RICE,ST,60651,1143850.76321725,1905216.09376674,37,15,25,41.895941100562176,-87.74711682406873,"(41.895941100562176, -87.74711682406873)"
Vacant/Abandoned Building,17-03079024,05/15/2017,Front,,Open,,Vacant,false,false,5305,S,EMERALD,AVE,60609,1172203.0647204,1869689.32751986,20,9,61,41.79787392399871,-87.64403234286758,"(41.79787392399871, -87.64403234286758)"
Vacant/Abandoned Building,17-03101602,05/15/2017,Front,,Open,SIDE WINDOW,Vacant,false,false,6611,S,MAY,ST,60621,1169788.84147399,1860958.2645743,16,7,68,41.77396764735804,-87.65313898122113,"(41.77396764735804, -87.65313898122113)"
Vacant/Abandoned Building,17-03099861,05/15/2017,Rear,,Boarded,REAR,Vacant,false,true,11225,S,EMERALD,AVE,60628,1173319.27561572,1830421.15630337,34,22,49,41.690092320704856,-87.64109745289167,"(41.690092320704856, -87.64109745289167)"
Vacant/Abandoned Building,17-03122611,05/16/2017,Garage,,Boarded,,Vacant,false,false,8343,S,PHILLIPS,AVE,60617,1193957.09987995,1850127.17340614,7,4,46,41.7436876047432,-87.56489888123699,"(41.7436876047432, -87.56489888123699)"
Vacant/Abandoned Building,17-03125269,05/16/2017,Front,,Open,FRONT,Vacant,false,false,9338,S,HARPER,AVE,60619,1188078.6418948,1843364.85103113,8,4,48,41.72527313419015,-87.58665261845859,"(41.72527313419015, -87.58665261845859)"
Vacant/Abandoned Building,17-03133520,05/16/2017,Front,,Open,FRONT,Vacant,false,false,7801,S,ADA,ST,60620,1168794.8132342,1853037.0509834,17,6,71,41.7522523217527,-87.65701119893315,"(41.7522523217527, -87.65701119893315)"
Vacant/Abandoned Building,17-03122177,05/16/2017,Rear,,Open,REAR,Vacant,false,true,7302,S,LAFAYETTE,AVE,60621,1177095.39519434,1856586.8298994,6,7,69,41.76181024664335,-87.62648642369659,"(41.76181024664335, -87.62648642369659)"
Vacant/Abandoned Building,17-03133973,05/16/2017,Rear,,Open,REAR,Vacant,false,false,7541,S,WABASH,AVE,60619,1178023.21847439,1855027.10767709,6,6,69,41.75750922203548,-87.62313306727447,"(41.75750922203548, -87.62313306727447)"
Vacant/Abandoned Building,17-03134017,05/16/2017,Front,,Open,SIDE,Vacant,false,false,7512,S,WABASH,AVE,60619,1178018.71847439,1855221.20767709,6,6,69,41.75804195635457,-87.62314368662383,"(41.75804195635457, -87.62314368662383)"
Vacant/Abandoned Building,17-03124395,05/16/2017,Rear,,Open,REAR,Vacant,false,true,4555,S,WABASH,AVE,60653,1177477.56700898,1874867.44241304,3,2,38,41.81196545422782,-87.62453338911318,"(41.81196545422782, -87.62453338911318)"
Vacant/Abandoned Building,17-03132959,05/16/2017,Front,,Open,THE REAR DOOR,Vacant,false,true,2129,W,71ST,PL,60636,1163437.9299667,1857227.48997934,17,7,67,41.763865365595464,-87.6765246676235,"(41.763865365595464, -87.6765246676235)"
Vacant/Abandoned Building,17-03119133,05/16/2017,Front,,Open,FRONT DOOR,Vacant,false,true,10115,S,PERRY,AVE,60628,1177383.91489915,1837891.72201313,9,5,49,41.71050202095201,-87.62599211897115,"(41.71050202095201, -87.62599211897115)"
Vacant/Abandoned Building,17-03135038,05/16/2017,Front,,Open,,Vacant,false,false,4531,S,PAULINA,ST,60609,1165767.14001475,1874658.23999183,15,9,61,41.81164839268104,-87.66749279184701,"(41.81164839268104, -87.66749279184701)"
Vacant/Abandoned Building,17-03136069,05/16/2017,Front,,Boarded,,Vacant,false,false,13401,S,AVENUE N,,60633,1201424.19246737,1816717.9751165,10,4,55,41.65182357440849,-87.53866897512803,"(41.65182357440849, -87.53866897512803)"
Vacant/Abandoned Building,17-03124947,05/16/2017,Front,,Open,,Vacant,false,false,3141,W,DOUGLAS,BLVD,60623,1155547.07999998,1893285.65962827,24,10,29,41.86297545779428,-87.70447951747794,"(41.86297545779428, -87.70447951747794)"
Vacant/Abandoned Building,17-03130022,05/16/2017,Front,,Open,DOORS/WINDOWS REMOVED,Vacant,false,true,603,N,RIDGEWAY,AVE,60624,1151279.77252466,1903760.10799096,27,11,23,41.891803197250056,-87.7198696483817,"(41.891803197250056, -87.7198696483817)"
Vacant/Abandoned Building,17-03125661,05/16/2017,Front,,Open,,Vacant,false,false,5445,S,WINCHESTER,AVE,60609,1164282.17722702,1868560.34336724,16,9,61,41.794946475470276,-87.67311138392253,"(41.794946475470276, -87.67311138392253)"
Vacant/Abandoned Building,17-03123581,05/16/2017,Front,,Open,,Vacant,false,true,8446,S,GREEN,ST,60620,1172111.110005,1848839.55457548,21,6,71,41.74066166103286,-87.64498148272696,"(41.74066166103286, -87.64498148272696)"
Vacant/Abandoned Building,17-03119488,05/16/2017,Rear,,Boarded,,Vacant,false,false,7311,S,HERMITAGE,AVE,60636,1165947.29529138,1856213.28078545,17,7,67,41.76102928906588,-87.66735602932603,"(41.76102928906588, -87.66735602932603)"
Vacant/Abandoned Building,17-03124857,05/16/2017,Front,,Open,,Vacant,false,true,1808,N,HARDING,AVE,60647,1149760.31997337,1911809.51847445,26,25,20,41.91392126019312,-87.72524040771425,"(41.91392126019312, -87.72524040771425)"
Vacant/Abandoned Building,17-03126295,05/16/2017,,,,,,,,9008,S,WOODLAWN,AVE,60619,1185784.0000108,1845495.44000935,8,4,47,41.731174016530964,-87.59499090727992,"(41.731174016530964, -87.59499090727992)"
Vacant/Abandoned Building,17-03133852,05/16/2017,Rear,,Open,REAR  MISSING FENCE BRICKS ARE FALLING OFF OF FENCE,Vacant,false,true,2432,W,54TH,ST,60632,1160914.89997853,1868632.75002856,14,9,63,41.79521547085486,-87.6854572422481,"(41.79521547085486, -87.6854572422481)"
Vacant/Abandoned Building,17-03144123,05/17/2017,Front,,Open,,Vacant,false,false,242,W,111TH,PL,60628,1176644.21662654,1831000.72832207,34,5,49,41.691608786119325,-87.6289074339695,"(41.691608786119325, -87.6289074339695)"
Vacant/Abandoned Building,17-03152121,05/17/2017,Front,,Open,,Vacant,false,false,611,N,LONG,AVE,60644,1140215.47878459,1903517.08646693,37,15,25,41.89134620052352,-87.76051029870011,"(41.89134620052352, -87.76051029870011)"
Vacant/Abandoned Building,17-03156466,05/17/2017,Front,,Open,,Vacant,false,false,5652,S,LAFAYETTE,AVE,60621,1176942.46810653,1867515.50152126,3,2,40,41.79180313050584,-87.62671779119059,"(41.79180313050584, -87.62671779119059)"
Vacant/Abandoned Building,17-03152005,05/17/2017,Front,,Open,FRONT AND REAR - NOW ALOT OF MEN HANGING OUT AT THIS PROPERTY,Vacant,false,true,7615,S,VERNON,AVE,60619,1180563.28543234,1854618.47266902,6,6,69,41.75632996385934,-87.61383666883965,"(41.75632996385934, -87.61383666883965)"
Vacant/Abandoned Building,17-03154794,05/17/2017,Front,,Open,,Vacant,false,true,3829,S,WABASH,AVE,60653,1177355.32002004,1879625.47003326,3,2,35,41.825024653223046,-87.62483788292464,"(41.825024653223046, -87.62483788292464)"
Vacant/Abandoned Building,17-03147318,05/17/2017,Rear,,Boarded,NONE,Vacant,false,false,6730,S,EVANS,AVE,60637,1182375.77420097,1860551.02011291,20,3,42,41.772567681144494,-87.60701074644457,"(41.772567681144494, -87.60701074644457)"
Vacant/Abandoned Building,17-03159771,05/17/2017,Front,,Boarded,UNKNOWN,Vacant,false,false,7720,S,EMERALD,AVE,60620,1172639.22356855,1853673.9102984,17,6,71,41.75391615274938,-87.64290440305835,"(41.75391615274938, -87.64290440305835)"
Vacant/Abandoned Building,17-03156764,05/17/2017,Rear,,Open,BACK DOOR AND WINDOWS ARE OPEN,Vacant,false,true,1424,N,HARDING,AVE,60651,1149787.58526716,1909187.39998894,26,25,23,41.90672538369585,-87.72520853823012,"(41.90672538369585, -87.72520853823012)"
Vacant/Abandoned Building,17-03163780,05/17/2017,Front,,Boarded,"OPEN FRONT DOOR, WIDE OPEN",Vacant,false,false,3052,E,79TH,PL,60617,1197583.35416792,1852832.55008824,7,4,46,41.751021728495424,-87.5515222311978,"(41.751021728495424, -87.5515222311978)"
Vacant/Abandoned Building,17-03159640,05/17/2017,Front,,Boarded,BUILDING IS BOARDED UP,Vacant,false,false,7717,S,EMERALD,AVE,60620,1172638.62356855,1853693.9102984,6,6,71,41.75397104849556,-87.64290601366946,"(41.75397104849556, -87.64290601366946)"
Vacant/Abandoned Building,17-03157536,05/17/2017,,,,,,,,1534,W,63RD,ST,60636,1167073.84769598,1862949.92720647,16,7,67,41.77949151750863,-87.66303470989628,"(41.77949151750863, -87.66303470989628)"
Vacant/Abandoned Building,17-03159710,05/17/2017,Front,,Boarded,N/A,Vacant,false,false,4901,W,AUGUSTA,BLVD,60651,1143504.01060257,1906202.78290267,37,15,25,41.89865518262772,-87.74836567984161,"(41.89865518262772, -87.74836567984161)"
Vacant/Abandoned Building,17-03163280,05/17/2017,Rear,,Open,,Vacant,false,true,4456,N,HAMLIN,AVE,60625,1150253.97752047,1929421.84988135,35,17,14,41.96224132501767,-87.72296609165974,"(41.96224132501767, -87.72296609165974)"
Vacant/Abandoned Building,17-03152037,05/17/2017,Front,,Open,,Vacant,false,false,6335,S,CARPENTER,ST,60621,1170400.89491693,1862803.75658733,16,7,68,41.77901859392861,-87.65084162636239,"(41.77901859392861, -87.65084162636239)"
Vacant/Abandoned Building,17-03150379,05/17/2017,Rear,,Open,,Vacant,false,true,12041,S,STATE,ST,60628,1178425.89318402,1824955.75011849,9,5,53,41.67498030031404,-87.62256712665136,"(41.67498030031404, -87.62256712665136)"
Vacant/Abandoned Building,17-03160884,05/17/2017,Front,,Boarded,REAR WINDOWS,Vacant,false,false,12230,S,THROOP,ST,60643,1169879.53251755,1823664.35433093,34,5,53,41.671625685186136,-87.65388553853757,"(41.671625685186136, -87.65388553853757)"
Vacant/Abandoned Building,17-03162072,05/17/2017,Front,,Open,FRONT,Vacant,false,false,1154,W,88TH,ST,60620,1170085.33828754,1846440.08781274,21,22,71,41.73412141391355,-87.652473263681,"(41.73412141391355, -87.652473263681)"
Vacant/Abandoned Building,17-03149162,05/17/2017,Front,,Open,FRONT AND BACK,Vacant,false,false,12208,S,UNION,AVE,60628,1173857.11142125,1823916.77318622,34,5,53,41.67223137937856,-87.63932024025861,"(41.67223137937856, -87.63932024025861)"
Vacant/Abandoned Building,17-03180335,05/18/2017,Front,,Open,"REAR, FRONT, BASEMENT",Vacant,false,true,1113,S,TROY,ST,60612,1155529.27990594,1895116.24377992,24,11,29,41.86799913477175,-87.704495636518,"(41.86799913477175, -87.704495636518)"
Vacant/Abandoned Building,17-03179983,05/18/2017,Front,,Boarded,,Vacant,false,false,7734,S,ADA,ST,60620,1168783.11158769,1853478.03863405,17,6,71,41.75346270392929,-87.65704137751307,"(41.75346270392929, -87.65704137751307)"
Vacant/Abandoned Building,17-03171847,05/18/2017,Front,,Open,FRONT AND READOORS AND GARARGE DOORS WIDE OPEN...,Vacant,false,true,8053,S,CHAMPLAIN,AVE,60619,1181963.40918738,1851746.11889239,6,6,44,41.74841566996484,-87.60879419571896,"(41.74841566996484, -87.60879419571896)"
Vacant/Abandoned Building,17-03172492,05/18/2017,Rear,,Open,SIDE WINDOW,Vacant,false,false,4447,W,VAN BUREN,ST,60624,1146808.41793427,1897652.50592874,28,11,26,41.875129785626214,-87.73644709116063,"(41.875129785626214, -87.73644709116063)"
Vacant/Abandoned Building,17-03176881,05/18/2017,,,,,,,,4700,S,PRINCETON,AVE,60609,1175076.88608982,1873794.21726803,3,9,37,41.809074420983286,-87.6333710237983,"(41.809074420983286, -87.6333710237983)"
Vacant/Abandoned Building,17-03175707,05/18/2017,Rear,,Open,BACK DOOR OPEN,Vacant,false,true,8830,S,CARPENTER,ST,60620,1170859.74711626,1846272.09350264,21,22,71,41.73364356791353,-87.64964108210037,"(41.73364356791353, -87.64964108210037)"
Vacant/Abandoned Building,17-03175270,05/18/2017,Front,,Open,FRONT AND REAR DOORS.,Vacant,false,false,5537,S,THROOP,ST,60636,1168604.50000725,1867964.77303149,16,7,67,41.79321997505177,-87.65727859731929,"(41.79321997505177, -87.65727859731929)"
Vacant/Abandoned Building,17-03184167,05/18/2017,Front,,Open,FRONT,Vacant,false,false,5109,W,LEXINGTON,ST,60644,1142215.42009142,1896139.64657554,29,15,25,41.871064715317,-87.75334846707452,"(41.871064715317, -87.75334846707452)"
Vacant/Abandoned Building,17-03175245,05/18/2017,,,,,,,,6714,S,HALSTED,ST,60621,1172125.69241802,1860338.28071419,6,7,68,41.77221530041228,-87.64459076681867,"(41.77221530041228, -87.64459076681867)"
Vacant/Abandoned Building,17-03180600,05/18/2017,Front,,Open,,Vacant,false,false,3833,S,WABASH,AVE,60653,1177355.82002004,1879598.57003326,3,2,35,41.824950826102224,-87.62483686241012,"(41.824950826102224, -87.62483686241012)"
Vacant/Abandoned Building,17-03177345,05/18/2017,Front,,Boarded,,Vacant,false,false,9845,S,HOXIE,AVE,60617,1195088.09248915,1840196.6200888,10,4,51,41.71640950428071,-87.56108137350604,"(41.71640950428071, -87.56108137350604)"
Vacant/Abandoned Building,17-03183582,05/18/2017,Front,,Open,SVL WINDOWS UP A LITTLE,Vacant,false,false,6624,S,HERMITAGE,AVE,60636,1165810.64739116,1860765.81712482,15,7,67,41.77352496260819,-87.6677277338464,"(41.77352496260819, -87.6677277338464)"
Vacant/Abandoned Building,17-03186919,05/18/2017,Front,,Open,FRONT /WOODEN BOARD HAS BEEN REMOVED FROM FRONT DOOR,Vacant,false,true,3222,W,HURON,ST,60624,1154692.81258324,1904482.17912463,27,11,23,41.893716984317685,-87.70731566848121,"(41.893716984317685, -87.70731566848121)"
Vacant/Abandoned Building,17-03185514,05/18/2017,Front,,Open,,Vacant,false,true,6243,S,VERNON,AVE,60637,1180323.50561833,1863713.6041809,20,3,42,41.78129343935093,-87.61443680713873,"(41.78129343935093, -87.61443680713873)"
Vacant/Abandoned Building,17-03176024,05/18/2017,,,,,,,,5641,S,LOOMIS,BLVD,60636,1167958.7362142,1867341.03113024,16,7,67,41.7915222647945,-87.65966447162226,"(41.7915222647945, -87.65966447162226)"
Vacant/Abandoned Building,17-03176311,05/18/2017,Rear,,Open,,Vacant,true,true,6411,S,MAY,ST,60621,1169752.31522643,1862284.1551779,16,7,68,41.77760684578064,-87.65323444098037,"(41.77760684578064, -87.65323444098037)"
Vacant/Abandoned Building,17-03174160,05/18/2017,Front,,Boarded,,Vacant,false,false,124,W,105TH,ST,60628,1177206.62003441,1835330.27000955,34,5,49,41.70347703369728,-87.62671837609007,"(41.70347703369728, -87.62671837609007)"
Vacant/Abandoned Building,17-03185618,05/18/2017,Front,,Boarded,N/A,Vacant,false,false,6022,S,LOOMIS,BLVD,60636,1168027.23870917,1864816.62728925,16,7,67,41.78459352505761,-87.65948583443901,"(41.78459352505761, -87.65948583443901)"
Vacant/Abandoned Building,17-03181387,05/18/2017,Front,,Open,,Vacant,false,true,8903,S,MACKINAW,AVE,60617,1199971.44191006,1846570.58969728,10,4,46,41.73377858993926,-87.54298206232535,"(41.73377858993926, -87.54298206232535)"
Vacant/Abandoned Building,17-03175173,05/18/2017,,,,,,,,9243,S,BLACKSTONE,AVE,60619,1187732.10422938,1843989.92159418,8,4,48,41.72699663613816,-87.58790215075712,"(41.72699663613816, -87.58790215075712)"
Vacant/Abandoned Building,17-03176950,05/18/2017,,,,,,,,9143,S,DOBSON,AVE,60619,1184813.78357669,1844567.34701453,8,4,47,41.728650009170316,-87.5985741445946,"(41.728650009170316, -87.5985741445946)"
Vacant/Abandoned Building,17-03177460,05/18/2017,,,,,,,,943,W,116TH,PL,60643,1172026.07999798,1827593.08998665,34,5,53,41.68236007207719,-87.64591449364009,"(41.68236007207719, -87.64591449364009)"
Vacant/Abandoned Building,17-03200804,05/19/2017,Front,,Open,,Vacant,true,true,1127,W,37TH,ST,60609,1169310.91958118,1880272.51027238,11,9,60,41.82697844204213,-87.65433165279389,"(41.82697844204213, -87.65433165279389)"
Vacant/Abandoned Building,17-03208308,05/19/2017,Front,,Open,,Vacant,false,false,5156,S,WABASH,AVE,60615,1177589.95488995,1870803.80513094,3,2,40,41.800811921158015,-87.62424413087373,"(41.800811921158015, -87.62424413087373)"
Vacant/Abandoned Building,17-03208201,05/19/2017,Front,,Open,,Vacant,false,false,7811,S,UNION,AVE,60620,1172989.61356718,1853035.00597247,6,6,71,41.752155195172676,-87.64163917014535,"(41.752155195172676, -87.64163917014535)"
Vacant/Abandoned Building,17-03208620,05/19/2017,Front,,Boarded,,Vacant,false,true,5333,W,FERDINAND,ST,60644,1140716.63493005,1902633.78601206,37,15,25,41.88891312006651,-87.75869148869258,"(41.88891312006651, -87.75869148869258)"
Vacant/Abandoned Building,17-03208787,05/19/2017,Rear,,Boarded,NONE,Vacant,false,false,8040,S,SOUTH SHORE,DR,60617,1198548.93922636,1852259.544428,7,4,46,41.7494252297462,-87.54800309883971,"(41.7494252297462, -87.54800309883971)"
Vacant/Abandoned Building,17-03202456,05/19/2017,Rear,,Open,BACK DOOR OPEN,Vacant,false,true,4704,W,SUPERIOR,ST,60644,1144816.51602049,1904549.01921069,28,11,25,41.894092410581955,-87.7435866179464,"(41.894092410581955, -87.7435866179464)"
Vacant/Abandoned Building,17-03215838,05/19/2017,Rear,,Open,REAR,Vacant,false,false,7400,S,EVANS,AVE,60619,1182505.34192188,1856111.75931257,6,3,69,41.76038290585653,-87.60667327068275,"(41.76038290585653, -87.60667327068275)"
Vacant/Abandoned Building,17-03201778,05/19/2017,Front,,Boarded,,Vacant,false,false,8432,S,GREEN,ST,60620,1172107.110005,1848933.85457548,21,6,71,41.740920520683254,-87.64499337471905,"(41.740920520683254, -87.64499337471905)"
Vacant/Abandoned Building,17-03233394,05/20/2017,Front,,Open,WINDOW OPEN,Vacant,false,false,1522,N,ASHLAND,AVE,60622,1165444.31003262,1910341.30997654,2,14,24,41.90957280115771,-87.66766212458103,"(41.90957280115771, -87.66766212458103)"
Vacant/Abandoned Building,17-03230161,05/20/2017,Rear,,Open,FRONT AND REAR,Vacant,false,true,3841,W,MONROE,ST,60624,1150801.6833299,1899386.34023399,28,11,26,41.879810479449255,-87.72173994874296,"(41.879810479449255, -87.72173994874296)"
Vacant/Abandoned Building,17-03244578,05/20/2017,Rear,,Open,WEST SIDE OF BUILDING WINDOWS ARE OPEN,Vacant,false,true,1428,W,112TH,PL,60643,1168721.23209849,1830105.50527772,34,22,75,41.689326285549996,-87.65794010562485,"(41.689326285549996, -87.65794010562485)"
Vacant/Abandoned Building,17-03241216,05/20/2017,Rear,,Open,,Vacant,false,false,8034,S,KIMBARK,AVE,60619,1186272.85152141,1851981.9338814,8,4,45,41.748962105533586,-87.59299566620857,"(41.748962105533586, -87.59299566620857)"
Vacant/Abandoned Building,17-03262983,05/21/2017,Front,,Boarded,PARTIALLY BOARDED,Vacant,false,false,6934,S,ROCKWELL,ST,60629,1160240.12740792,1858492.26951698,17,8,66,41.76740251316857,-87.68821063803593,"(41.76740251316857, -87.68821063803593)"
Vacant/Abandoned Building,17-03262991,05/21/2017,Front,,Boarded,,Vacant,false,false,2619,W,LITHUANIAN PLAZA,CT,60629,1160027.03503277,1858797.35432188,17,8,66,41.76824409358222,-87.68898334039832,"(41.76824409358222, -87.68898334039832)"
Vacant/Abandoned Building,17-03264616,05/21/2017,Front,,Open,REAR,Vacant,false,false,10157,S,WINSTON,AVE,60643,1169281.85257508,1837606.53572517,34,22,73,41.70989823359233,-87.65567160586956,"(41.70989823359233, -87.65567160586956)"
Vacant/Abandoned Building,17-03289090,05/22/2017,,,,,,,,11602,S,PEORIA,ST,60643,1172263.8399247,1827866.7395802,34,5,53,41.68310580176856,-87.64503614933467,"(41.68310580176856, -87.64503614933467)"
Vacant/Abandoned Building,17-03279583,05/22/2017,Front,,Open,,Vacant,false,false,9321,S,MARQUETTE,AVE,60617,1195880.34972398,1843681.07772166,7,4,48,41.72595163386272,-87.55806484573749,"(41.72595163386272, -87.55806484573749)"
Vacant/Abandoned Building,17-03285314,05/22/2017,Front,,Open,,Vacant,true,false,5944,S,MAY,ST,60621,1169668.34001144,1865375.68517739,16,7,68,41.78609219514339,-87.65345268298935,"(41.78609219514339, -87.65345268298935)"
Vacant/Abandoned Building,17-03288101,05/22/2017,Front,,Open,,Vacant,false,true,2437,S,FRANCISCO,AVE,60623,1157418.73997947,1887516.01007067,12,10,30,41.84710508639594,-87.69776558832717,"(41.84710508639594, -87.69776558832717)"
Vacant/Abandoned Building,17-03280113,05/22/2017,,,,,,,,7308,S,LANGLEY,AVE,60619,1182159.0926209,1856712.79840002,6,3,69,41.76204023780617,-87.60792369498989,"(41.76204023780617, -87.60792369498989)"
Vacant/Abandoned Building,17-03284697,05/22/2017,Front,,Open,ALL AROUND,Vacant,true,true,324,W,51ST,PL,60609,1174921.39003249,1870807.44000492,3,9,37,41.80088188831703,-87.63403048211848,"(41.80088188831703, -87.63403048211848)"
Vacant/Abandoned Building,17-03288663,05/22/2017,,,,,,,,2601,E,106TH,ST,60617,1195217.2693833,1835230.46398906,10,4,51,41.702778707139245,-87.56077145542253,"(41.702778707139245, -87.56077145542253)"
Vacant/Abandoned Building,17-03284434,05/22/2017,Rear,,Open,BACK,Vacant,false,false,450,W,80TH,ST,60620,1174644.32892956,1851875.20099302,17,6,44,41.74893588118502,-87.63560985580948,"(41.74893588118502, -87.63560985580948)"
Vacant/Abandoned Building,17-03287693,05/22/2017,Front,,Open,"OPEN ALL AROUND., NEEDS TO BE SECURD.. AND CLEANED UP",Vacant,false,false,7919,S,PARNELL,AVE,60620,1174005.39992958,1852395.05251725,17,6,44,41.75037661294422,-87.63793572753148,"(41.75037661294422, -87.63793572753148)"
Vacant/Abandoned Building,17-03282114,05/22/2017,Front,,Open,FRONT AND REAR,Vacant,false,true,4049,S,KEDZIE,AVE,60632,1155681.79540731,1877390.82489722,12,9,58,41.81935543531181,-87.7044122478714,"(41.81935543531181, -87.7044122478714)"
Vacant/Abandoned Building,17-03284679,05/22/2017,Front,,Open,FRONT AND REAR,Vacant,true,true,1517,W,18TH,ST,60608,1166541.57658623,1891492.88522656,25,12,31,41.85782784504059,-87.66417116261697,"(41.85782784504059, -87.66417116261697)"
Vacant/Abandoned Building,17-03288664,05/22/2017,,,,,,,,11436,S,NORMAL,AVE,60628,1175013.70568968,1829064.51327921,34,22,49,41.686331950894925,-87.63493437523505,"(41.686331950894925, -87.63493437523505)"
Vacant/Abandoned Building,17-03288370,05/22/2017,Rear,,Open,REAR,Vacant,false,true,10856,S,BUFFALO,AVE,60617,1199873.31820683,1833571.46172849,10,4,52,41.69811037236398,-87.54377824431947,"(41.69811037236398, -87.54377824431947)"
Vacant/Abandoned Building,17-03284523,05/22/2017,Front,,Open,REAR DOOR/WINDOWS,Vacant,false,true,7403,S,BLACKSTONE,AVE,60619,1187486.94820956,1856189.88883106,8,3,43,41.76048037516356,-87.58841331032333,"(41.76048037516356, -87.58841331032333)"
Vacant/Abandoned Building,17-03283470,05/22/2017,Front,,Open,FRONT DOOR,Vacant,false,false,9314,S,CLYDE,AVE,60617,1191801.77702311,1843623.43209329,7,4,48,41.72589327631824,-87.57300652472018,"(41.72589327631824, -87.57300652472018)"
Vacant/Abandoned Building,17-03279540,05/22/2017,Front,,Open,,Vacant,false,false,1345,S,KEELER,AVE,60623,1148599.3610772,1893407.02463292,24,10,29,41.86344531704913,-87.72998097096334,"(41.86344531704913, -87.72998097096334)"
Vacant/Abandoned Building,17-03304135,05/23/2017,Front,,Open,,Vacant,false,false,542,E,75TH,ST,60619,1181252.55780565,1855406.30541988,6,3,69,41.758476014166156,-87.61128641590216,"(41.758476014166156, -87.61128641590216)"
Vacant/Abandoned Building,17-03312238,05/23/2017,Front,,Open,REAR,Vacant,false,true,4506,W,IRVING PARK,RD,60641,1145342.33007838,1926198.14771459,45,17,16,41.953489809574535,-87.74110631465649,"(41.953489809574535, -87.74110631465649)"
Vacant/Abandoned Building,17-03314436,05/23/2017,Front,,Open,FRONT,Vacant,false,false,3823,S,WABASH,AVE,60653,1177354.62002004,1879665.67003326,3,2,35,41.825134981158754,-87.62483923480197,"(41.825134981158754, -87.62483923480197)"
Vacant/Abandoned Building,17-03321986,05/23/2017,Front,,Boarded,,Vacant,false,false,100,W,MARQUETTE,RD,60621,1176770.43730935,1860555.03141855,6,7,69,41.772706754657406,-87.62755808226191,"(41.772706754657406, -87.62755808226191)"
Vacant/Abandoned Building,17-03315559,05/23/2017,Front,,Open,BACK DOOR,Vacant,false,false,6421,S,ABERDEEN,ST,60621,1170085.55279061,1862226.29761347,16,7,68,41.77744083914916,-87.65201447057926,"(41.77744083914916, -87.65201447057926)"
Vacant/Abandoned Building,17-03315534,05/23/2017,Rear,,Boarded,,Vacant,false,true,7955,S,GREEN,ST,60620,1172018.07890704,1852100.38351287,17,6,71,41.749611848377526,-87.64522680008959,"(41.749611848377526, -87.64522680008959)"
Vacant/Abandoned Building,17-03321389,05/23/2017,Front,,Open,FRONT DOOR IS WIDE OPEN,Vacant,false,false,4902,W,CARMEN,AVE,60630,1142754.81000894,1933462.55136648,45,16,12,41.97347261238508,-87.75043671993822,"(41.97347261238508, -87.75043671993822)"
